year,state_district,party,party_incumbent,candidate_incumbent,candidate_incumbent_vote
2012,Indiana5,republican,republican,0,0
2012,Indiana6,republican,republican,0,0
2012,Indiana7,democrat,democrat,0,0
2012,Indiana8,republican,republican,0,0
2012,Indiana9,republican,republican,0,0
2012,Iowa1,democrat,democrat,1,0.49514940588519785
2012,Iowa2,democrat,democrat,1,0.5099108616705184
2012,Iowa3,republican,democrat,0,0
2012,Iowa4,republican,republican,0,0
2012,Kansas1,republican,republican,1,0.7376429600904161
2012,Kansas2,republican,republican,0,0
2012,Kansas3,republican,republican,1,0.5840324067128191
2012,Kansas4,republican,republican,1,0.5879301613212511
2012,Kentucky1,republican,republican,1,0.7124531098041031
2012,Kentucky2,republican,republican,1,0.6788704796324923
2012,Kentucky3,democrat,democrat,1,0.5467901379283397
2012,Kentucky4,republican,republican,0,0
2012,Kentucky5,republican,republican,1,0.7742459741711227
2012,Kentucky6,republican,democrat,0,0
2012,Louisiana1,republican,republican,1,0.7852190072735993
2012,Louisiana2,democrat,democrat,0,0
2012,Louisiana3,republican,republican,0,0
2012,Louisiana4,republican,republican,1,0.6233811628375416
2012,Louisiana5,republican,republican,1,0.785728082826826
2012,Louisiana6,republican,republican,1,0.6563328661262217
2012,Maine1,democrat,democrat,1,0.568150589436835
2012,Maine2,democrat,democrat,1,0.5513158437409781
2012,Maryland1,republican,republican,1,0.5408351115016108
2012,Maryland2,democrat,democrat,1,0.6420796155171754
2012,Maryland3,democrat,democrat,1,0.6107302768101595
2012,Maryland4,democrat,democrat,1,0.8344339131340486
2012,Maryland5,democrat,democrat,1,0.642588749000551
2012,Maryland6,democrat,republican,0,0
2012,Maryland7,democrat,democrat,1,0.7518122008391278
2012,Maryland8,democrat,democrat,1,0.7326522533350504
2012,Massachusetts1,democrat,democrat,0,0
2012,Massachusetts2,democrat,democrat,0,0
2012,Massachusetts3,democrat,democrat,0,0
2012,Massachusetts4,democrat,democrat,0,0
2012,Massachusetts5,democrat,democrat,0,0
2012,Massachusetts6,democrat,democrat,1,0.56846993599675
2012,Massachusetts7,democrat,democrat,0,0
2012,Massachusetts8,democrat,democrat,0,0
2012,Massachusetts9,democrat,democrat,0,0
2012,Michigan1,republican,republican,1,0.5194128522606308
2012,Michigan10,republican,republican,1,0.7197195742316077
2012,Michigan11,republican,republican,0,0
2012,Michigan12,democrat,democrat,0,0
2012,Michigan13,democrat,democrat,0,0
2012,Michigan14,democrat,democrat,0,0
2012,Michigan2,republican,republican,1,0.6526889923622621
2012,Michigan3,republican,republican,1,0.5967696585335375
2012,Michigan4,republican,republican,1,0.6620385640550202
2012,Michigan5,democrat,democrat,0,0
2012,Michigan6,republican,republican,1,0.6197507750533479
2012,Michigan7,republican,republican,1,0.5015531597162215
2012,Michigan8,republican,republican,1,0.6408119431264139
2012,Michigan9,democrat,democrat,0,0
2012,Minnesota1,democrat,democrat,1,0.493397310538094
2012,Minnesota2,republican,republican,1,0.6330567318198796
2012,Minnesota3,republican,republican,1,0.5880397822628899
2012,Minnesota4,democrat,democrat,1,0.5908843431593684
2012,Minnesota5,democrat,democrat,1,0.6765520676757437
2012,Minnesota6,republican,republican,1,0.5251258680698473
2012,Minnesota7,democrat,democrat,1,0.5520433684367703
2012,Minnesota8,democratic-farmer-labor,republican,0,0
2012,Mississippi1,republican,republican,0,0
2012,Mississippi2,democrat,democrat,1,0.6146677093302831
2012,Mississippi3,republican,republican,1,0.6799287166950841
2012,Mississippi4,republican,republican,0,0
2012,Missouri1,democrat,democrat,1,0.7355110699808961
2012,Missouri2,republican,republican,0,0
2012,Missouri3,republican,democrat,0,0
2012,Missouri4,republican,republican,1,0.5042700483435234
2012,Missouri5,democrat,democrat,1,0.5332483557357266
2012,Missouri6,republican,republican,1,0.6944329283680017
2012,Missouri7,republican,republican,1,0.6339494045344399
2012,Missouri8,republican,republican,1,0.6556104878086113
2012,Montana0,republican,republican,0,0
2012,Nebraska1,republican,republican,1,0.7127280045372217
2012,Nebraska2,republican,republican,1,0.6080634500991408
2012,Nebraska3,republican,republican,1,0.7012251633850146
2012,Nevada1,democrat,democrat,0,0
2012,Nevada2,republican,republican,0,0
2012,Nevada3,republican,republican,0,0
2012,Nevada4,democrat,,0,0
2012,New Hampshire1,democrat,republican,0,0
2012,New Hampshire2,democrat,republican,0,0
2012,New Jersey1,democrat,democrat,1,0.6319361490963766
2012,New Jersey10,democrat,democrat,0,0
2012,New Jersey11,republican,republican,1,0.6718866886688669
2012,New Jersey12,democrat,democrat,1,0.5304555837687865
2012,New Jersey2,republican,republican,1,0.654978458592628
2012,New Jersey3,republican,republican,1,0.5002746142917448
2012,New Jersey4,republican,republican,1,0.6940910890241685
2012,New Jersey5,republican,republican,1,0.6493955275847806
2012,New Jersey6,democrat,democrat,1,0.547453595435047
2012,New Jersey7,republican,republican,1,0.5937418778886465
2012,New Jersey8,democrat,democrat,0,0
2012,New Jersey9,democrat,democrat,0,0
2012,New Mexico1,democrat,democrat,0,0
2012,New Mexico2,republican,republican,0,0
2012,New Mexico3,democrat,democrat,0,0
2012,New York1,democrat,democrat,1,0.4866960055839649
2012,New York10,democrat,democrat,0,0
2012,New York11,republican,democrat,0,0
2012,New York12,democrat,democrat,0,0
2012,New York13,democrat,democrat,0,0
2012,New York14,democrat,democrat,0,0
2012,New York15,democrat,democrat,0,0
2012,New York16,democrat,democrat,0,0
2012,New York17,democrat,democrat,0,0
2012,New York18,democrat,democrat,0,0
2012,New York19,republican,democrat,0,0
2012,New York2,republican,democrat,0,0
2012,New York20,democrat,republican,0,0
2012,New York21,democrat,democrat,0,0
2012,New York22,republican,democrat,0,0
2012,New York23,republican,democrat,0,0
2012,New York24,democrat,democrat,0,0
2012,New York25,democrat,democrat,0,0
2012,New York26,democrat,republican,0,0
2012,New York27,democrat,democrat,0,0
2012,New York3,democrat,republican,0,0
2012,New York4,democrat,democrat,1,0.5360646343608336
2012,New York5,democrat,democrat,0,0
2012,New York6,democrat,democrat,0,0
2012,New York7,democrat,democrat,0,0
2012,New York8,democrat,democrat,0,0
2012,New York9,democrat,democrat,0,0
2012,North Carolina1,democrat,democrat,1,0.59309489495352
2012,North Carolina10,republican,republican,1,0.7117719073917893
2012,North Carolina11,republican,democrat,0,0
2012,North Carolina12,democrat,democrat,1,0.6388304209077386
2012,North Carolina13,republican,democrat,0,0
2012,North Carolina2,republican,republican,0,0
2012,North Carolina3,republican,republican,1,0.7186258178461045
2012,North Carolina4,democrat,democrat,1,0.5716177639130051
2012,North Carolina5,republican,republican,1,0.6588540323601533
2012,North Carolina6,republican,republican,1,0.7520829422552091
2012,North Carolina7,democrat,democrat,1,0.5368113620839908
2012,North Carolina8,republican,democrat,0,0
2012,North Carolina9,republican,republican,0,0
2012,North Dakota0,republican,republican,0,0
2012,Ohio1,republican,republican,1,0.5149415933068013
2012,Ohio10,republican,democrat,0,0
2012,Ohio11,democrat,democrat,1,0.8292994235575581
2012,Ohio12,republican,republican,1,0.5578534809421205
2012,Ohio13,democrat,democrat,0,0
2012,Ohio14,republican,republican,0,0
2012,Ohio15,republican,republican,1,0.5415828029520028
2012,Ohio16,republican,republican,0,0
2012,Ohio2,republican,republican,0,0
2012,Ohio3,democrat,republican,0,0
2012,Ohio4,republican,republican,1,0.714882263670632
2012,Ohio5,republican,republican,1,0.6782403725181125
2012,Ohio6,republican,republican,1,0.5018606348048158
2012,Ohio7,republican,republican,0,0
2012,Ohio8,republican,republican,1,0.656427638477529
2012,Ohio9,democrat,democrat,1,0.5935383595950147
2012,Oklahoma1,republican,republican,0,0
2012,Oklahoma2,republican,democrat,0,0
2012,Oklahoma3,republican,republican,1,0.7799350724414303
2012,Oklahoma4,republican,republican,1,1.0
2012,Oklahoma5,republican,republican,1,0.6252302072499429
2012,Oregon1,democrat,democrat,0,0
2012,Oregon2,republican,republican,1,0.7391313696749894
2012,Oregon3,democrat,democrat,1,0.7001544586333674
2012,Oregon4,democrat,democrat,1,0.5449250466361575
2012,Oregon5,democrat,democrat,1,0.5124878330911707
2012,Pennsylvania1,democrat,democrat,1,1.0
2012,Pennsylvania10,republican,republican,0,0
2012,Pennsylvania11,republican,republican,0,0
2012,Pennsylvania12,republican,democrat,0,0
2012,Pennsylvania13,democrat,democrat,1,0.5634157107125398
2012,Pennsylvania14,democrat,democrat,1,0.6878514678537218
2012,Pennsylvania15,republican,republican,1,0.5354928916440151
2012,Pennsylvania16,republican,republican,1,0.653868468652947
2012,Pennsylvania17,democrat,democrat,0,0
2012,Pennsylvania18,republican,republican,1,0.6732821506700049
2012,Pennsylvania2,democrat,democrat,1,0.8929836302617888
2012,Pennsylvania3,republican,republican,1,0.5572241613679026
2012,Pennsylvania4,republican,democrat,0,0
2012,Pennsylvania5,republican,republican,1,0.6868935702272629
2012,Pennsylvania6,republican,republican,1,0.5710248737530041
2012,Pennsylvania7,republican,republican,1,0.5494385023540246
2012,Pennsylvania8,republican,republican,1,0.5352263145399622
2012,Pennsylvania9,republican,republican,1,0.7306127912843801
2012,Rhode Island1,democrat,democrat,1,0.5053602298307361
2012,Rhode Island2,democrat,democrat,1,0.5979389706303315
2012,South Carolina1,republican,republican,1,0.65365112646826
2012,South Carolina2,republican,republican,1,0.5347553837148402
2012,South Carolina3,republican,republican,1,0.6245918024026758
2012,South Carolina4,republican,republican,1,0.6345105562678128
2012,South Carolina5,republican,republican,1,0.5512120760800049
2012,South Carolina6,democrat,democrat,1,0.6285835963725638
2012,South Carolina7,republican,,0,0
2012,South Dakota0,republican,republican,0,0
2012,Tennessee1,republican,republican,1,0.8083937408402941
2012,Tennessee2,republican,republican,1,0.8178336601684162
2012,Tennessee3,republican,republican,0,0
2012,Tennessee4,republican,republican,1,0.5706593629762172
2012,Tennessee5,democrat,democrat,1,0.5622639797688844
2012,Tennessee6,republican,republican,1,0.6725680852399991
2012,Tennessee7,republican,republican,1,0.7237172276542355
2012,Tennessee8,republican,republican,1,0.5899405633045608
2012,Tennessee9,democrat,democrat,1,0.7399690156922917
2012,Texas1,republican,republican,1,0.8972948983766617
2012,Texas10,republican,republican,1,0.6467384273612554
2012,Texas11,republican,republican,1,0.8084266769666538
2012,Texas12,republican,republican,1,0.71857282054971
2012,Texas13,republican,republican,1,0.8704889921026122
2012,Texas14,republican,republican,0,0
2012,Texas15,democrat,democrat,0,0
2012,Texas16,democrat,democrat,0,0
2012,Texas17,republican,republican,1,0.6180187903291203
2012,Texas18,democrat,democrat,1,0.7015108678629421
2012,Texas19,republican,republican,1,0.7777981489901583
2012,Texas2,republican,republican,1,0.886111319353102
2012,Texas20,democrat,democrat,0,0
2012,Texas21,republican,republican,1,0.6887653512016741
2012,Texas22,republican,republican,1,0.6749350456001498
2012,Texas23,democrat,republican,0,0
2012,Texas24,republican,republican,1,0.8157180467368181
2012,Texas25,republican,democrat,0,0
2012,Texas26,republican,republican,1,0.6705277917874423
2012,Texas27,republican,republican,0,0
2012,Texas28,democrat,democrat,1,0.5634818046354644
2012,Texas29,democrat,democrat,1,0.6461283384119018
2012,Texas3,republican,republican,1,0.662814768231009
2012,Texas30,democrat,democrat,1,0.7573566828686238
2012,Texas31,republican,republican,1,0.8253972400551205
2012,Texas32,republican,republican,1,0.6261025151928367
2012,Texas33,democrat,,0,0
2012,Texas34,democrat,,0,0
2012,Texas35,democrat,,0,0
2012,Texas36,republican,,0,0
2012,Texas4,republican,republican,1,0.7318746443640424
2012,Texas5,republican,republican,1,0.7052705997396745
2012,Texas6,republican,republican,1,0.6590918877685981
2012,Texas7,republican,republican,1,0.8144723264806268
2012,Texas8,republican,republican,1,0.8026743046956971
2012,Texas9,democrat,democrat,1,0.7573912467972052
2012,Utah1,republican,republican,1,0.6919350052695664
2012,Utah2,republican,democrat,0,0
2012,Utah3,republican,republican,1,0.7232459909103144
2012,Utah4,democrat,,0,0
2012,Vermont0,democrat,democrat,1,0.6456706118119578
2012,Virginia1,republican,republican,1,0.638741778020694
2012,Virginia10,republican,republican,1,0.6286848616199007
2012,Virginia11,democrat,democrat,1,0.49226485012183246
2012,Virginia2,republican,republican,1,0.5312437984472815
2012,Virginia3,democrat,democrat,1,0.7001464307504576
2012,Virginia4,republican,republican,1,0.6233158088402079
2012,Virginia5,republican,republican,1,0.5081194565212772
2012,Virginia6,republican,republican,1,0.7626918889168073
2012,Virginia7,republican,republican,1,0.5921500244213845
2012,Virginia8,democrat,democrat,1,0.6102501730031246
2012,Virginia9,republican,republican,1,0.5121310528202357
2012,Washington1,democrat,democrat,0,0
2012,Washington10,democrat,,0,0
2012,Washington2,democrat,democrat,1,0.5107233446176015
2012,Washington3,republican,republican,0,0
2012,Washington4,republican,republican,1,0.6764207009956884
2012,Washington5,republican,republican,0,0
2012,Washington6,democrat,democrat,0,0
2012,Washington7,democrat,democrat,1,0.829733585363244
2012,Washington8,republican,republican,1,0.5205162048167499
2012,Washington9,democrat,democrat,1,0.548520793992748
2012,West Virginia1,republican,republican,1,0.5040026684456305
2012,West Virginia2,republican,republican,1,0.6845707869535644
2012,West Virginia3,democrat,democrat,1,0.5603864734299517
2012,Wisconsin1,republican,republican,1,0.6820962951442758
2012,Wisconsin2,democrat,democrat,0,0
2012,Wisconsin3,democrat,democrat,1,0.5028248587570622
2012,Wisconsin4,democrat,democrat,1,0.6898458936199863
2012,Wisconsin5,republican,republican,0,0
2012,Wisconsin6,republican,republican,1,0.7066087821503892
2012,Wisconsin7,republican,republican,0,0
2012,Wisconsin8,republican,republican,1,0.5476500163536652
2012,Wyoming0,republican,republican,1,0.6899676137971513
2014,Alabama1,republican,republican,0,0
2014,Alabama2,republican,republican,1,0.6359890545266295
2014,Alabama3,republican,republican,1,0.6399664147774979
2014,Alabama4,republican,republican,1,0.7397164069293024
2014,Alabama5,republican,republican,1,0.6494663448829873
2014,Alabama6,republican,republican,0,0
2014,Alabama7,democrat,democrat,1,0.7584861592259866
2014,Alaska0,republican,republican,1,0.6393838594360326
2014,Arizona1,democrat,democrat,1,0.4879826705618156
2014,Arizona2,republican,democrat,0,0
2014,Arizona3,democrat,democrat,1,0.5836939382802404
2014,Arizona4,republican,republican,1,0.6683089924515917
2014,Arizona5,republican,republican,1,0.6719060715815995
2014,Arizona6,republican,republican,1,0.6129607711382543
2014,Arizona7,democrat,democrat,0,0
2014,Arizona8,republican,republican,1,0.6334849756773501
2014,Arizona9,democrat,democrat,1,0.48726867121628265
2014,Arkansas1,republican,republican,1,0.5623007336647181
2014,Arkansas2,republican,republican,0,0
2014,Arkansas3,republican,republican,1,0.7590450215745339
2014,Arkansas4,republican,republican,0,0
2014,California1,republican,republican,0,0
2014,California10,republican,republican,0,0
2014,California11,democrat,democrat,0,0
2014,California12,democrat,democrat,1,0.850838567744402
2014,California13,democrat,democrat,1,0.8678157334830309
2014,California14,democrat,democrat,1,0.7891653728661971
2014,California15,democrat,democrat,1,0.5210834768908472
2014,California16,democrat,democrat,1,0.5740861308918277
2014,California17,democrat,democrat,1,0.7354471964859178
2014,California18,democrat,democrat,1,0.7048924599415767
2014,California19,democrat,democrat,1,0.7323577587957385
2014,California2,democrat,democrat,1,0.7124329976127939
2014,California20,democrat,democrat,1,0.7406855567258372
2014,California21,republican,republican,1,0.5775908774283429
2014,California22,republican,republican,1,0.6187967710723985
2014,California23,republican,republican,1,0.7322166821757106
2014,California24,democrat,democrat,1,0.5509727763229583
2014,California25,republican,republican,0,0
2014,California26,democrat,democrat,1,0.526917612290905
2014,California27,democrat,democrat,1,0.639775443138817
2014,California28,democrat,democrat,1,0.7648746914405924
2014,California29,democrat,democrat,0,0
2014,California3,democrat,democrat,1,0.5423049305887985
2014,California30,democrat,democrat,1,0.6030074520578896
2014,California31,democrat,republican,0,0
2014,California32,democrat,democrat,1,0.6570003839861975
2014,California33,democrat,democrat,0,0
2014,California34,democrat,democrat,1,0.8561561988761648
2014,California35,democrat,democrat,0,0
2014,California36,democrat,democrat,1,0.5293933948938705
2014,California37,democrat,democrat,1,0.8641748059103431
2014,California38,democrat,democrat,1,0.6754476095719406
2014,California39,republican,republican,1,0.5778812304785944
2014,California4,republican,republican,1,0.6110915449445145
2014,California40,democrat,democrat,1,0.588914641625449
2014,California41,democrat,democrat,1,0.5896773165121946
2014,California42,republican,republican,1,0.6059400689472288
2014,California43,democrat,democrat,1,0.7124304359512977
2014,California44,democrat,democrat,1,0.6022314916394411
2014,California45,republican,republican,0,0
2014,California46,democrat,democrat,1,0.6387477889396923
2014,California47,democrat,democrat,0,0
2014,California48,republican,republican,0,0
2014,California49,republican,republican,1,0.5816261133647467
2014,California5,democrat,democrat,1,0.7447112331462427
2014,California50,republican,republican,1,0.6768979414850577
2014,California51,democrat,democrat,1,0.7147768478901868
2014,California52,democrat,democrat,0,0
2014,California53,democrat,democrat,1,0.6143149451933793
2014,California6,democrat,democrat,1,0.7505243538419137
2014,California7,democrat,democrat,1,0.5168154092158176
2014,California8,republican,republican,1,0.5738738839037207
2014,California9,democrat,democrat,1,0.5555409546783557
2014,Colorado1,democrat,democrat,1,0.6822865512190919
2014,Colorado2,democrat,democrat,1,0.5568527918781726
2014,Colorado3,republican,republican,1,0.5336000023038356
2014,Colorado4,republican,republican,0,0
2014,Colorado5,republican,republican,1,0.6498009640954201
2014,Colorado6,republican,republican,1,0.4780732195244289
2014,Colorado7,democrat,democrat,1,0.5351203918233276
2014,Connecticut1,democrat,democrat,1,0.6491596002167905
2014,Connecticut2,democrat,democrat,1,0.6336767460529836
2014,Connecticut3,democrat,democrat,1,0.6768359875180655
2014,Connecticut4,democrat,democrat,1,0.5702172905477249
2014,Connecticut5,democrat,democrat,0,0
2014,Delaware0,democrat,democrat,0,0
2014,Florida1,republican,republican,1,0.695984167848824
2014,Florida10,republican,republican,1,0.5173265382428072
2014,Florida11,republican,republican,1,0.6447707603133499
2014,Florida12,republican,republican,1,0.6348423676503103
2014,Florida13,republican,republican,0,0
2014,Florida14,democrat,democrat,1,0.7024957145555433
2014,Florida15,republican,republican,1,1.0
2014,Florida16,republican,republican,1,0.5361210739208654
2014,Florida17,republican,republican,1,0.5862838599051958
2014,Florida18,democrat,democrat,1,0.5027958810276262
2014,Florida19,republican,republican,0,0
2014,Florida2,democrat,republican,0,0
2014,Florida20,democrat,democrat,1,0.8790019853859222
2014,Florida21,democrat,democrat,1,0.7779992967651196
2014,Florida22,democrat,democrat,1,0.546269057178723
2014,Florida23,democrat,democrat,1,0.6324837526776314
2014,Florida24,democrat,democrat,1,1.0
2014,Florida25,republican,republican,1,0.7564638488930175
2014,Florida26,republican,democrat,0,0
2014,Florida27,republican,republican,1,0.6016744072884942
2014,Florida3,republican,republican,0,0
2014,Florida4,republican,republican,1,0.7607316068088883
2014,Florida5,democrat,democrat,1,0.7076718446385513
2014,Florida6,republican,republican,0,0
2014,Florida7,republican,republican,1,0.5870637005158065
2014,Florida8,republican,republican,1,0.5887838949410877
2014,Florida9,democrat,democrat,1,0.6251862580427455
2014,Georgia1,republican,republican,0,0
2014,Georgia10,republican,republican,0,0
2014,Georgia11,republican,republican,0,0
2014,Georgia12,republican,democrat,0,0
2014,Georgia13,democrat,democrat,1,0.7174448919861617
2014,Georgia14,republican,republican,1,0.7297118507974744
2014,Georgia2,democrat,democrat,0,0
2014,Georgia3,republican,republican,1,1.0
2014,Georgia4,democrat,democrat,0,0
2014,Georgia5,democrat,democrat,1,0.8439306358381503
2014,Georgia6,republican,republican,1,0.6450580545107029
2014,Georgia7,republican,republican,1,0.6216189410709894
2014,Georgia8,republican,republican,1,1.0
2014,Georgia9,republican,republican,1,0.7618430080149751
2014,Hawaii1,democrat,democrat,0,0
2014,Hawaii2,democrat,democrat,1,0.7684271010520651
2014,Idaho1,republican,republican,1,0.6295765398264735
2014,Idaho2,republican,republican,1,0.6512273386625808
2014,Illinois1,democrat,democrat,1,0.7382216902918552
2014,Illinois10,republican,democrat,0,0
2014,Illinois11,democrat,democrat,1,0.5856505239977192
2014,Illinois12,republican,democrat,0,0
2014,Illinois13,republican,republican,1,0.4654924673471814
2014,Illinois14,republican,republican,1,0.588178994151427
2014,Illinois15,republican,republican,1,0.6860607394219452
2014,Illinois16,republican,republican,1,0.6181407052262913
2014,Illinois17,democrat,democrat,1,0.5327542589038766
2014,Illinois18,republican,republican,1,0.7416383774584308
2014,Illinois2,democrat,democrat,0,0
2014,Illinois3,democrat,democrat,1,0.684818870283038
2014,Illinois4,democrat,democrat,0,0
2014,Illinois5,democrat,democrat,1,0.6573377173354242
2014,Illinois6,republican,republican,1,0.5922135106046994
2014,Illinois7,democrat,democrat,1,0.8464014523364812
2014,Illinois8,democrat,democrat,1,0.547421645206295
2014,Illinois9,democrat,democrat,1,0.6632551300683782
2014,Indiana1,democrat,democrat,1,0.6728319846326971
2014,Indiana2,republican,republican,1,0.4901106134015906
2014,Indiana3,republican,republican,1,0.6704087640730102
2014,Indiana4,republican,republican,1,0.6195660158373367
2014,Indiana5,republican,republican,0,0
2014,Indiana6,republican,republican,1,0.5907764856332174
2014,Indiana7,democrat,democrat,1,0.6285016476061253
2014,Indiana8,republican,republican,1,0.5335819318854053
2014,Indiana9,republican,republican,1,0.5544704540881347
2014,Iowa1,republican,democrat,0,0
2014,Iowa2,democrat,democrat,1,0.5556697921447774
2014,Iowa3,republican,republican,0,0
2014,Iowa4,republican,republican,1,0.529431067288023
2014,Kansas1,republican,republican,1,1.0
2014,Kansas2,republican,republican,1,0.5701489183502543
2014,Kansas3,republican,republican,1,0.6845235258474548
2014,Kansas4,republican,republican,1,0.6221719282254887
2014,Kentucky1,republican,republican,1,0.6963347321133186
2014,Kentucky2,republican,republican,1,0.6430365575855485
2014,Kentucky3,democrat,democrat,1,0.6396440791431122
2014,Kentucky4,republican,republican,1,0.6212714230373626
2014,Kentucky5,republican,republican,1,0.7789679296804927
2014,Kentucky6,republican,republican,0,0
2014,Louisiana1,republican,republican,1,0.6662855962260252
2014,Louisiana2,democrat,democrat,1,0.5515879368305296
2014,Louisiana3,republican,republican,0,0
2014,Louisiana4,republican,republican,1,0.7529886066260304
2014,Louisiana5,republican,republican,0,0
2014,Louisiana6,republican,republican,0,0
2014,Maine1,democrat,democrat,1,0.6208397357603457
2014,Maine2,republican,democrat,0,0
2014,Maryland1,republican,republican,1,0.6341899573661771
2014,Maryland2,democrat,democrat,1,0.6558356423599379
2014,Maryland3,democrat,democrat,1,0.6682538243413504
2014,Maryland4,democrat,democrat,1,0.7716717173014201
2014,Maryland5,democrat,democrat,1,0.6940201268105404
2014,Maryland6,democrat,democrat,0,0
2014,Maryland7,democrat,democrat,1,0.7651520298439247
2014,Maryland8,democrat,democrat,1,0.6337281795511222
2014,Massachusetts1,democrat,democrat,1,0.7782858670945314
2014,Massachusetts2,democrat,democrat,1,0.7564335231781897
2014,Massachusetts3,democrat,democrat,1,0.6329813106701958
2014,Massachusetts4,democrat,democrat,1,0.593124353414774
2014,Massachusetts5,democrat,democrat,0,0
2014,Massachusetts6,democrat,democrat,0,0
2014,Massachusetts7,democrat,democrat,1,0.7392804786521425
2014,Massachusetts8,democrat,democrat,1,0.7102589764698919
2014,Massachusetts9,democrat,democrat,1,0.5514633267582342
2014,Michigan1,republican,republican,1,0.4813895924642041
2014,Michigan10,republican,republican,1,0.6879693985612212
2014,Michigan11,republican,republican,0,0
2014,Michigan12,democrat,democrat,0,0
2014,Michigan13,democrat,democrat,0,0
2014,Michigan14,democrat,democrat,0,0
2014,Michigan2,republican,republican,1,0.611602836612027
2014,Michigan3,republican,republican,1,0.5261536764097424
2014,Michigan4,republican,republican,0,0
2014,Michigan5,democrat,democrat,1,0.6498064492678997
2014,Michigan6,republican,republican,1,0.545924019034246
2014,Michigan7,republican,republican,1,0.5334314252567839
2014,Michigan8,republican,republican,0,0
2014,Michigan9,democrat,democrat,1,0.6191405091961247
2014,Minnesota1,democratic-farmer-labor,democrat,1,0.575238180302489
2014,Minnesota2,republican,republican,1,0.5400729817043571
2014,Minnesota3,republican,republican,1,0.5809566114892671
2014,Minnesota4,democratic-farmer-labor,democrat,1,0.622674149618812
2014,Minnesota5,democrat,democrat,1,0.7446735365898701
2014,Minnesota6,republican,republican,0,0
2014,Minnesota7,democratic-farmer-labor,democrat,1,0.6038018658265563
2014,Minnesota8,democrat,democratic-farmer-labor,0,0
2014,Mississippi1,republican,republican,1,0.6040552822493265
2014,Mississippi2,democrat,democrat,1,0.6712943880291278
2014,Mississippi3,republican,republican,1,0.8002025078241659
2014,Mississippi4,republican,republican,1,0.6411264329157207
2014,Missouri1,democrat,democrat,1,0.7866716776820922
2014,Missouri2,republican,republican,1,0.6007661339390743
2014,Missouri3,republican,republican,1,0.6349069846476646
2014,Missouri4,republican,republican,1,0.6031475607345563
2014,Missouri5,democrat,democrat,1,0.6052117893769905
2014,Missouri6,republican,republican,1,0.6500263719402556
2014,Missouri7,republican,republican,1,0.6386553303633055
2014,Missouri8,republican,republican,0,0
2014,Montana0,republican,republican,0,0
2014,Nebraska1,republican,republican,1,0.682906733829243
2014,Nebraska2,democrat,republican,0,0
2014,Nebraska3,republican,republican,1,0.7417141228941505
2014,Nevada1,democrat,democrat,1,0.6356998627829404
2014,Nevada2,republican,republican,1,0.5763495340185966
2014,Nevada3,republican,republican,1,0.503605200295021
2014,Nevada4,republican,democrat,0,0
2014,New Hampshire1,republican,democrat,0,0
2014,New Hampshire2,democrat,democrat,0,0
2014,New Jersey1,democrat,democrat,0,0
2014,New Jersey10,democrat,democrat,0,0
2014,New Jersey11,republican,republican,1,0.588128794064397
2014,New Jersey12,democrat,democrat,0,0
2014,New Jersey2,republican,republican,1,0.5765993586306384
2014,New Jersey3,republican,republican,0,0
2014,New Jersey4,republican,republican,1,0.6372144053656036
2014,New Jersey5,republican,republican,1,0.5503185257465396
2014,New Jersey6,democrat,democrat,0,0
2014,New Jersey7,republican,republican,1,0.5716024274766933
2014,New Jersey8,democrat,democrat,1,0.7798617319268133
2014,New Jersey9,democrat,democrat,0,0
2014,New Mexico1,democrat,democrat,1,0.5906124934748564
2014,New Mexico2,republican,republican,1,0.5905593862935946
2014,New Mexico3,democrat,democrat,0,0
2014,New York1,republican,democrat,0,0
2014,New York10,democrat,democrat,1,0.659724191043614
2014,New York11,republican,republican,1,0.4238783730297316
2014,New York12,democrat,democrat,1,0.6890531408528926
2014,New York13,democrat,democrat,1,0.7310912116377609
2014,New York14,democrat,democrat,1,0.6790666393754203
2014,New York15,democrat,democrat,1,0.8410143021075317
2014,New York16,democrat,democrat,1,0.6432561408700799
2014,New York17,democrat,democrat,1,0.5434950013282713
2014,New York18,democrat,democrat,1,0.4483407573890792
2014,New York19,republican,republican,1,0.40098469344387705
2014,New York2,republican,republican,1,0.4270394949821949
2014,New York20,democrat,democrat,1,0.5700489174572996
2014,New York21,republican,democrat,0,0
2014,New York22,republican,republican,1,0.5176577238935147
2014,New York23,republican,republican,1,0.4204527584382908
2014,New York24,republican,democrat,0,0
2014,New York25,democrat,democrat,1,0.5228683851778411
2014,New York26,democrat,democrat,1,0.6401933361970875
2014,New York27,republican,democrat,0,0
2014,New York3,democrat,democrat,1,0.47674957717599276
2014,New York4,democrat,democrat,0,0
2014,New York5,democrat,democrat,1,0.7475680153936608
2014,New York6,democrat,democrat,1,0.5751021761924122
2014,New York7,democrat,democrat,0,0
2014,New York8,democrat,democrat,1,0.7562126521422646
2014,New York9,democrat,democrat,1,0.7456069502044301
2014,North Carolina1,democrat,democrat,1,0.7532375334993758
2014,North Carolina10,republican,republican,1,0.569886725061147
2014,North Carolina11,republican,republican,1,0.5742428174011694
2014,North Carolina12,democrat,democrat,0,0
2014,North Carolina13,republican,republican,1,0.5679690240414452
2014,North Carolina2,republican,republican,1,0.5589841905991387
2014,North Carolina3,republican,republican,1,0.6311083143746874
2014,North Carolina4,democrat,democrat,1,0.7447494153263412
