year,state_district,party,party_incumbent,candidate_incumbent,candidate_incumbent_vote,R_win_pct
2012,California24,democrat,republican,0,0.0,0.1875
2012,California25,republican,republican,0,0.0,0.5
2012,California26,democrat,republican,0,0.0,0.375
2012,California27,democrat,democrat,0,0.0,0.4375
2012,California28,democrat,democrat,0,0.0,0.3125
2012,California29,democrat,democrat,0,0.0,0.0
2012,California3,democrat,republican,0,0.0,0.3125
2012,California30,democrat,democrat,0,0.0,0.0
2012,California31,republican,democrat,0,0.0,0.0
2012,California32,democrat,democrat,0,0.0,0.0
2012,California33,democrat,democrat,0,0.0,0.5
2012,California34,democrat,democrat,0,0.0,0.125
2012,California35,democrat,democrat,0,0.0,0.375
2012,California36,democrat,democrat,0,0.0,0.0625
2012,California37,democrat,democrat,0,0.0,0.5
2012,California38,democrat,democrat,0,0.0,0.5625
2012,California39,republican,democrat,0,0.0,0.8125
2012,California4,republican,republican,1,0.6126864960276633,0.5
2012,California40,democrat,republican,0,0.0,1.0
2012,California41,democrat,republican,0,0.0,1.0
2012,California42,republican,republican,0,0.0,0.5625
2012,California43,democrat,democrat,0,0.0,0.8125
2012,California44,democrat,republican,0,0.0,0.6923076923076923
2012,California45,republican,republican,0,0.0,1.0
2012,California46,democrat,republican,0,0.0,0.625
2012,California47,democrat,democrat,0,0.0,0.625
2012,California48,republican,republican,0,0.0,1.0
2012,California49,republican,republican,1,0.627846286054714,0.75
2012,California5,democrat,democrat,0,0.0,0.0
2012,California50,republican,republican,0,0.0,0.375
2012,California51,democrat,democrat,0,0.0,0.625
2012,California52,democrat,republican,0,0.0,1.0
2012,California53,democrat,democrat,1,0.6225939831757046,0.0
2012,California6,democrat,democrat,0,0.0,0.0
2012,California7,democrat,democrat,0,0.0,0.0
2012,California8,republican,democrat,0,0.0,0.0
2012,California9,democrat,democrat,0,0.0,0.0
2012,Colorado1,democrat,democrat,1,0.6742350217327474,0.0
2012,Colorado2,democrat,democrat,1,0.5741331253812241,0.0
2012,Colorado3,republican,republican,0,0.0,0.4375
2012,Colorado4,republican,republican,1,0.524769003069865,1.0
2012,Colorado5,republican,republican,1,0.6575156818709827,1.0
2012,Colorado6,republican,republican,1,0.6568140132892976,0.9230769230769232
2012,Colorado7,democrat,democrat,1,0.5344480812105687,0.6666666666666666
2012,Connecticut1,democrat,democrat,1,0.5775046673568162,0.0
2012,Connecticut2,democrat,democrat,0,0.0,0.1875
2012,Connecticut3,democrat,democrat,1,0.6097316698465066,0.0625
2012,Connecticut4,democrat,democrat,1,0.5094323132052385,1.0
2012,Connecticut5,democrat,democrat,0,0.0,0.5625
2012,Delaware0,democrat,democrat,1,0.5678094203562407,0.6875
2012,Florida1,republican,republican,1,0.8000009366540842,0.4375
2012,Florida10,republican,republican,0,0.0,0.9375
2012,Florida11,republican,democrat,0,0.0,0.0
2012,Florida12,republican,republican,0,0.0,0.9375
2012,Florida13,republican,republican,0,0.0,0.8125
2012,Florida14,democrat,republican,0,0.0,0.5
2012,Florida15,republican,republican,0,0.0,0.75
2012,Florida16,republican,republican,0,0.0,0.5384615384615384
2012,Florida17,republican,democrat,0,0.0,0.0
2012,Florida18,democrat,republican,0,0.0,0.6923076923076923
2012,Florida19,republican,democrat,0,0.0,0.0
2012,Florida2,republican,republican,0,0.0,0.0
2012,Florida20,democrat,democrat,0,0.0,0.0
2012,Florida21,democrat,republican,0,0.0,1.0
2012,Florida22,democrat,republican,0,0.0,0.75
2012,Florida23,democrat,democrat,0,0.0,0.0
2012,Florida24,democrat,republican,0,0.0,1.0
2012,Florida25,republican,republican,0,0.0,1.0
2012,Florida26,democrat,,0,0.0,0.5
2012,Florida27,republican,,0,0.0,0.5
2012,Florida3,republican,democrat,0,0.0,0.0
2012,Florida4,republican,republican,1,0.7721111568368386,0.625
2012,Florida5,democrat,republican,0,0.0,0.6875
2012,Florida6,republican,republican,0,0.0,0.8125
2012,Florida7,republican,republican,1,0.6903110065655288,0.5
2012,Florida8,republican,republican,0,0.0,0.8125
2012,Florida9,democrat,republican,0,0.0,0.875
2012,Georgia1,republican,republican,1,0.7162882744214172,0.5
2012,Georgia10,republican,republican,1,0.6735816009406392,0.4375
2012,Georgia11,republican,republican,1,1.0,0.75
2012,Georgia12,democrat,democrat,1,0.5658549422572018,0.3333333333333333
2012,Georgia13,democrat,democrat,1,0.6943013386781481,0.0
2012,Georgia14,republican,,0,0.0,0.5
2012,Georgia2,democrat,democrat,1,0.5144090419934242,0.0
2012,Georgia3,republican,republican,1,0.6947849025136332,0.375
2012,Georgia4,democrat,democrat,0,0.0,0.25
2012,Georgia5,democrat,democrat,1,0.7371987102883814,0.0
2012,Georgia6,republican,republican,1,0.9990518841281368,0.9375
2012,Georgia7,republican,republican,1,0.6707045611811884,0.4375
2012,Georgia8,republican,republican,1,0.5269715926571633,0.375
2012,Georgia9,republican,republican,0,0.0,0.375
2012,Hawaii1,democrat,democrat,0,0.0,0.125
2012,Hawaii2,democrat,democrat,0,0.0,0.0
2012,Idaho1,republican,republican,0,0.0,0.875
2012,Idaho2,republican,republican,1,0.688313964259427,0.75
2012,Illinois1,democrat,democrat,1,0.8035859555497706,0.0
2012,Illinois10,democrat,republican,0,0.0,0.875
2012,Illinois11,democrat,republican,0,0.0,0.4375
2012,Illinois12,democrat,democrat,0,0.0,0.5
2012,Illinois13,republican,republican,0,0.0,1.0
2012,Illinois14,republican,republican,0,0.0,1.0
2012,Illinois15,republican,republican,0,0.0,1.0
2012,Illinois16,republican,republican,0,0.0,0.9375
2012,Illinois17,democrat,republican,0,0.0,0.1875
2012,Illinois18,republican,republican,1,0.6911787312926708,1.0
2012,Illinois2,democrat,democrat,1,0.805213961616777,0.0
2012,Illinois3,democrat,democrat,1,0.6968858588344026,0.0
2012,Illinois4,democrat,democrat,1,0.7735842136150235,0.375
2012,Illinois5,democrat,democrat,1,0.7062273927070095,0.0625
2012,Illinois6,republican,republican,1,0.6364500792393027,1.0
2012,Illinois7,democrat,democrat,1,0.8150493067680542,0.0
2012,Illinois8,democrat,republican,0,0.0,0.375
2012,Illinois9,democrat,democrat,0,0.0,0.0
2012,Indiana1,democrat,democrat,1,0.5856387774222631,0.0
2012,Indiana2,republican,democrat,0,0.0,0.375
2012,Indiana3,republican,republican,1,0.6276175499462304,0.5
2012,Indiana4,republican,republican,1,0.6856990342127895,0.875
2012,Indiana5,republican,republican,0,0.0,0.8125
2012,Indiana6,republican,republican,0,0.0,0.8125
2012,Indiana7,democrat,democrat,0,0.0,0.8125
2012,Indiana8,republican,republican,0,0.0,0.5
2012,Indiana9,republican,republican,0,0.0,0.0625
2012,Iowa1,democrat,democrat,1,0.4951494058851978,0.9375
2012,Iowa2,democrat,democrat,1,0.5099108616705184,0.875
2012,Iowa3,republican,democrat,0,0.0,0.4375
2012,Iowa4,republican,republican,0,0.0,0.4375
2012,Kansas1,republican,republican,1,0.7376429600904161,1.0
2012,Kansas2,republican,republican,0,0.0,0.5
2012,Kansas3,republican,republican,1,0.5840324067128191,0.6875
2012,Kansas4,republican,republican,1,0.5879301613212511,0.4375
2012,Kentucky1,republican,republican,1,0.7124531098041031,0.4375
2012,Kentucky2,republican,republican,1,0.6788704796324923,0.4375
2012,Kentucky3,democrat,democrat,1,0.5467901379283397,0.3125
2012,Kentucky4,republican,republican,0,0.0,0.8125
2012,Kentucky5,republican,republican,1,0.7742459741711227,1.0
2012,Kentucky6,republican,democrat,0,0.0,0.625
2012,Louisiana1,republican,republican,1,0.7852190072735993,0.9375
2012,Louisiana2,democrat,democrat,0,0.0,0.0
2012,Louisiana3,republican,republican,0,0.0,0.375
2012,Louisiana4,republican,republican,1,0.6233811628375416,0.5
2012,Louisiana5,republican,republican,1,0.7857280828268259,0.4375
2012,Louisiana6,republican,republican,1,0.6563328661262217,1.0
2012,Maine1,democrat,democrat,1,0.5681505894368349,0.375
2012,Maine2,democrat,democrat,1,0.5513158437409781,0.5625
2012,Maryland1,republican,republican,1,0.5408351115016108,0.6875
2012,Maryland2,democrat,democrat,1,0.6420796155171754,0.5625
2012,Maryland3,democrat,democrat,1,0.6107302768101595,0.0
2012,Maryland4,democrat,democrat,1,0.8344339131340486,0.3125
2012,Maryland5,democrat,democrat,1,0.6425887490005511,0.0
2012,Maryland6,democrat,republican,0,0.0,0.5
2012,Maryland7,democrat,democrat,1,0.7518122008391278,0.0
2012,Maryland8,democrat,democrat,1,0.7326522533350504,0.5625
2012,Massachusetts1,democrat,democrat,0,0.0,0.4375
2012,Massachusetts2,democrat,democrat,0,0.0,0.0
2012,Massachusetts3,democrat,democrat,0,0.0,0.125
2012,Massachusetts4,democrat,democrat,0,0.0,0.0
2012,Massachusetts5,democrat,democrat,0,0.0,0.0
2012,Massachusetts6,democrat,democrat,1,0.56846993599675,0.125
2012,Massachusetts7,democrat,democrat,0,0.0,0.0
2012,Massachusetts8,democrat,democrat,0,0.0,0.0
2012,Massachusetts9,democrat,democrat,0,0.0,0.0
2012,Michigan1,republican,republican,1,0.5194128522606308,0.0
2012,Michigan10,republican,republican,1,0.7197195742316077,0.5
2012,Michigan11,republican,republican,0,0.0,1.0
2012,Michigan12,democrat,democrat,0,0.0,0.0
2012,Michigan13,democrat,democrat,0,0.0,0.0
2012,Michigan14,democrat,democrat,0,0.0,0.0
2012,Michigan2,republican,republican,1,0.6526889923622621,1.0
2012,Michigan3,republican,republican,1,0.5967696585335375,0.5625
2012,Michigan4,republican,republican,1,0.6620385640550202,1.0
2012,Michigan5,democrat,democrat,0,0.0,0.5
2012,Michigan6,republican,republican,1,0.6197507750533479,0.5625
2012,Michigan7,republican,republican,1,0.5015531597162215,0.5
2012,Michigan8,republican,republican,1,0.6408119431264139,0.3125
2012,Michigan9,democrat,democrat,0,0.0,0.6875
2012,Minnesota1,democrat,democrat,1,0.493397310538094,0.5625
2012,Minnesota2,republican,republican,1,0.6330567318198796,0.75
2012,Minnesota3,republican,republican,1,0.5880397822628899,0.875
2012,Minnesota4,democrat,democrat,1,0.5908843431593684,0.0
2012,Minnesota5,democrat,democrat,1,0.6765520676757437,0.0
2012,Minnesota6,republican,republican,1,0.5251258680698473,0.25
2012,Minnesota7,democrat,democrat,1,0.5520433684367703,0.375
2012,Minnesota8,democratic-farmer-labor,republican,0,0.0,0.0
2012,Mississippi1,republican,republican,0,0.0,0.4375
2012,Mississippi2,democrat,democrat,1,0.6146677093302831,0.125
2012,Mississippi3,republican,republican,1,0.6799287166950841,0.375
2012,Mississippi4,republican,republican,0,0.0,0.25
2012,Missouri1,democrat,democrat,1,0.7355110699808961,0.0
2012,Missouri2,republican,republican,0,0.0,0.625
2012,Missouri3,republican,democrat,0,0.0,0.0
2012,Missouri4,republican,republican,1,0.5042700483435234,0.0
2012,Missouri5,democrat,democrat,1,0.5332483557357266,0.0
2012,Missouri6,republican,republican,1,0.6944329283680017,0.75
2012,Missouri7,republican,republican,1,0.6339494045344399,1.0
2012,Missouri8,republican,republican,1,0.6556104878086113,0.8125
2012,Montana0,republican,republican,0,0.0,0.75
2012,Nebraska1,republican,republican,1,0.7127280045372217,1.0
2012,Nebraska2,republican,republican,1,0.6080634500991408,0.6875
2012,Nebraska3,republican,republican,1,0.7012251633850146,1.0
2012,Nevada1,democrat,democrat,0,0.0,0.15384615384615385
2012,Nevada2,republican,republican,0,0.0,1.0
2012,Nevada3,republican,republican,0,0.0,1.0
2012,Nevada4,democrat,,0,0.0,0.5
2012,New Hampshire1,democrat,republican,0,0.0,0.6875
2012,New Hampshire2,democrat,republican,0,0.0,0.8125
2012,New Jersey1,democrat,democrat,1,0.6319361490963766,0.0
2012,New Jersey10,democrat,democrat,0,0.0,0.0
2012,New Jersey11,republican,republican,1,0.6718866886688669,0.75
2012,New Jersey12,democrat,democrat,1,0.5304555837687865,0.6875
2012,New Jersey2,republican,republican,1,0.6549784585926279,0.4375
2012,New Jersey3,republican,republican,1,0.5002746142917448,0.5
2012,New Jersey4,republican,republican,1,0.6940910890241685,0.875
2012,New Jersey5,republican,republican,1,0.6493955275847806,1.0
2012,New Jersey6,democrat,democrat,1,0.5474535954350471,0.1875
2012,New Jersey7,republican,republican,1,0.5937418778886465,0.875
2012,New Jersey8,democrat,democrat,0,0.0,0.0625
2012,New Jersey9,democrat,democrat,0,0.0,0.1875
2012,New Mexico1,democrat,democrat,0,0.0,1.0
2012,New Mexico2,republican,republican,0,0.0,0.875
2012,New Mexico3,democrat,democrat,0,0.0,0.0
2012,New York1,democrat,democrat,1,0.4866960055839649,0.375
2012,New York10,democrat,democrat,0,0.0,0.0
2012,New York11,republican,democrat,0,0.0,0.0
2012,New York12,democrat,democrat,0,0.0,0.0
2012,New York13,democrat,democrat,0,0.0,0.5
2012,New York14,democrat,democrat,0,0.0,0.3125
2012,New York15,democrat,democrat,0,0.0,0.3125
2012,New York16,democrat,democrat,0,0.0,0.0
2012,New York17,democrat,democrat,0,0.0,0.0625
2012,New York18,democrat,democrat,0,0.0,0.125
2012,New York19,republican,democrat,0,0.0,0.4375
2012,New York2,republican,democrat,0,0.0,0.25
2012,New York20,democrat,republican,0,0.0,0.5
2012,New York21,democrat,democrat,0,0.0,0.3125
2012,New York22,republican,democrat,0,0.0,0.625
2012,New York23,republican,democrat,0,0.0,0.5625
2012,New York24,democrat,democrat,0,0.0,0.75
2012,New York25,democrat,democrat,0,0.0,0.9375
2012,New York26,democrat,republican,0,0.0,0.6875
2012,New York27,democrat,democrat,0,0.0,0.625
2012,New York3,democrat,republican,0,0.0,0.4375
2012,New York4,democrat,democrat,1,0.5360646343608336,0.625
2012,New York5,democrat,democrat,0,0.0,0.5
2012,New York6,democrat,democrat,0,0.0,0.0
2012,New York7,democrat,democrat,0,0.0,0.0
2012,New York8,democrat,democrat,0,0.0,0.0
2012,New York9,democrat,democrat,0,0.0,0.0
2012,North Carolina1,democrat,democrat,1,0.59309489495352,0.0
2012,North Carolina10,republican,republican,1,0.7117719073917893,1.0
2012,North Carolina11,republican,democrat,0,0.0,0.625
2012,North Carolina12,democrat,democrat,1,0.6388304209077386,0.0
2012,North Carolina13,republican,democrat,0,0.0,0.0
2012,North Carolina2,republican,republican,0,0.0,0.0625
2012,North Carolina3,republican,republican,1,0.7186258178461045,0.4375
2012,North Carolina4,democrat,democrat,1,0.5716177639130051,0.125
2012,North Carolina5,republican,republican,1,0.6588540323601533,0.4375
2012,North Carolina6,republican,republican,1,0.7520829422552091,0.8125
2012,North Carolina7,democrat,democrat,1,0.5368113620839908,0.0
2012,North Carolina8,republican,democrat,0,0.0,0.3125
2012,North Carolina9,republican,republican,0,0.0,1.0
2012,North Dakota0,republican,republican,0,0.0,0.125
2012,Ohio1,republican,republican,1,0.5149415933068013,0.625
2012,Ohio10,republican,democrat,0,0.0,0.625
2012,Ohio11,democrat,democrat,1,0.8292994235575581,0.1875
2012,Ohio12,republican,republican,1,0.5578534809421205,0.9375
2012,Ohio13,democrat,democrat,0,0.0,0.0
2012,Ohio14,republican,republican,0,0.0,0.1875
2012,Ohio15,republican,republican,1,0.5415828029520028,1.0
2012,Ohio16,republican,republican,0,0.0,1.0
2012,Ohio2,republican,republican,0,0.0,0.8125
2012,Ohio3,democrat,republican,0,0.0,0.25
2012,Ohio4,republican,republican,1,0.7148822636706321,1.0
2012,Ohio5,republican,republican,1,0.6782403725181125,1.0
2012,Ohio6,republican,republican,1,0.5018606348048158,0.5625
2012,Ohio7,republican,republican,0,0.0,1.0
2012,Ohio8,republican,republican,1,0.6564276384775289,1.0
2012,Ohio9,democrat,democrat,1,0.5935383595950147,0.0625
2012,Oklahoma1,republican,republican,0,0.0,0.6875
2012,Oklahoma2,republican,democrat,0,0.0,0.1875
2012,Oklahoma3,republican,republican,1,0.7799350724414303,0.375
2012,Oklahoma4,republican,republican,1,1.0,0.4375
2012,Oklahoma5,republican,republican,1,0.6252302072499429,1.0
2012,Oregon1,democrat,democrat,0,0.0,0.0
2012,Oregon2,republican,republican,1,0.7391313696749894,0.875
2012,Oregon3,democrat,democrat,1,0.7001544586333674,0.0
2012,Oregon4,democrat,democrat,1,0.5449250466361575,0.0
2012,Oregon5,democrat,democrat,1,0.5124878330911707,0.38461538461538464
2012,Pennsylvania1,democrat,democrat,1,1.0,0.0
2012,Pennsylvania10,republican,republican,0,0.0,0.8125
2012,Pennsylvania11,republican,republican,0,0.0,0.0625
2012,Pennsylvania12,republican,democrat,0,0.0,0.0
2012,Pennsylvania13,democrat,democrat,1,0.5634157107125398,0.625
2012,Pennsylvania14,democrat,democrat,1,0.6878514678537218,0.0
2012,Pennsylvania15,republican,republican,1,0.5354928916440151,0.75
2012,Pennsylvania16,republican,republican,1,0.653868468652947,1.0
2012,Pennsylvania17,democrat,democrat,0,0.0,0.5
2012,Pennsylvania18,republican,republican,1,0.6732821506700049,0.3125
2012,Pennsylvania2,democrat,democrat,1,0.8929836302617888,0.0
2012,Pennsylvania3,republican,republican,1,0.5572241613679026,0.1875
2012,Pennsylvania4,republican,democrat,0,0.0,0.3125
2012,Pennsylvania5,republican,republican,1,0.6868935702272629,0.9375
2012,Pennsylvania6,republican,republican,1,0.5710248737530041,0.25
2012,Pennsylvania7,republican,republican,1,0.5494385023540246,0.625
2012,Pennsylvania8,republican,republican,1,0.5352263145399622,0.5
2012,Pennsylvania9,republican,republican,1,0.7306127912843801,0.625
2012,Rhode Island1,democrat,democrat,1,0.5053602298307361,0.1875
2012,Rhode Island2,democrat,democrat,1,0.5979389706303315,0.3125
2012,South Carolina1,republican,republican,1,0.65365112646826,0.875
2012,South Carolina2,republican,republican,1,0.5347553837148402,1.0
2012,South Carolina3,republican,republican,1,0.6245918024026758,0.4375
2012,South Carolina4,republican,republican,1,0.6345105562678128,0.75
2012,South Carolina5,republican,republican,1,0.5512120760800049,0.0
2012,South Carolina6,democrat,democrat,1,0.6285835963725638,0.0625
2012,South Carolina7,republican,,0,0.0,0.5
2012,South Dakota0,republican,republican,0,0.0,0.3076923076923077
2012,Tennessee1,republican,republican,1,0.8083937408402941,1.0
2012,Tennessee2,republican,republican,1,0.8178336601684162,1.0
2012,Tennessee3,republican,republican,0,0.0,0.4375
2012,Tennessee4,republican,republican,1,0.5706593629762172,0.25
2012,Tennessee5,democrat,democrat,1,0.5622639797688844,0.0
2012,Tennessee6,republican,republican,1,0.6725680852399991,0.1875
2012,Tennessee7,republican,republican,1,0.7237172276542355,0.8125
2012,Tennessee8,republican,republican,1,0.5899405633045608,0.0
2012,Tennessee9,democrat,democrat,1,0.7399690156922917,0.0
2012,Texas1,republican,republican,1,0.8972948983766617,0.125
2012,Texas10,republican,republican,1,0.6467384273612554,0.125
2012,Texas11,republican,republican,1,0.8084266769666538,0.125
2012,Texas12,republican,republican,1,0.71857282054971,0.375
2012,Texas13,republican,republican,1,0.8704889921026122,0.5625
2012,Texas14,republican,republican,0,0.0,0.5
2012,Texas15,democrat,democrat,0,0.0,0.0
2012,Texas16,democrat,democrat,0,0.0,0.0
2012,Texas17,republican,republican,1,0.6180187903291203,0.0
2012,Texas18,democrat,democrat,1,0.7015108678629421,0.0
2012,Texas19,republican,republican,1,0.7777981489901583,0.75
2012,Texas2,republican,republican,1,0.886111319353102,0.125
2012,Texas20,democrat,democrat,0,0.0,0.0
2012,Texas21,republican,republican,1,0.6887653512016741,0.9375
2012,Texas22,republican,republican,1,0.6749350456001498,0.9375
2012,Texas23,democrat,republican,0,0.0,0.4375
2012,Texas24,republican,republican,1,0.8157180467368181,0.125
2012,Texas25,republican,democrat,0,0.0,0.0
2012,Texas26,republican,republican,1,0.6705277917874423,0.9230769230769232
2012,Texas27,republican,republican,0,0.0,0.0
2012,Texas28,democrat,democrat,1,0.5634818046354644,0.0
2012,Texas29,democrat,democrat,1,0.6461283384119018,0.125
2012,Texas3,republican,republican,1,0.662814768231009,1.0
2012,Texas30,democrat,democrat,1,0.7573566828686238,0.0
2012,Texas31,republican,republican,1,0.8253972400551205,1.0
2012,Texas32,republican,republican,1,0.6261025151928367,1.0
2012,Texas33,democrat,,0,0.0,0.5
2012,Texas34,democrat,,0,0.0,0.5
2012,Texas35,democrat,,0,0.0,0.5
2012,Texas36,republican,,0,0.0,0.5
2012,Texas4,republican,republican,1,0.7318746443640424,0.125
2012,Texas5,republican,republican,1,0.7052705997396745,0.375
2012,Texas6,republican,republican,1,0.6590918877685981,0.75
2012,Texas7,republican,republican,1,0.8144723264806268,1.0
2012,Texas8,republican,republican,1,0.8026743046956971,0.875
2012,Texas9,democrat,democrat,1,0.7573912467972052,0.0625
2012,Utah1,republican,republican,1,0.6919350052695664,0.875
2012,Utah2,republican,democrat,0,0.0,0.5
2012,Utah3,republican,republican,1,0.7232459909103144,0.7692307692307693
2012,Utah4,democrat,,0,0.0,0.5
2012,Vermont0,democrat,democrat,1,0.6456706118119578,0.4375
2012,Virginia1,republican,republican,1,0.638741778020694,1.0
2012,Virginia10,republican,republican,1,0.6286848616199007,0.875
2012,Virginia11,democrat,democrat,1,0.4922648501218325,0.875
2012,Virginia2,republican,republican,1,0.5312437984472815,0.5625
2012,Virginia3,democrat,democrat,1,0.7001464307504576,0.375
2012,Virginia4,republican,republican,1,0.6233158088402079,0.375
2012,Virginia5,republican,republican,1,0.5081194565212772,0.1875
2012,Virginia6,republican,republican,1,0.7626918889168073,0.6875
2012,Virginia7,republican,republican,1,0.5921500244213845,1.0
2012,Virginia8,democrat,democrat,1,0.6102501730031246,0.3125
2012,Virginia9,republican,republican,1,0.5121310528202357,0.1875
2012,Washington1,democrat,democrat,0,0.0,0.625
2012,Washington10,democrat,,0,0.0,0.5
2012,Washington2,democrat,democrat,1,0.5107233446176015,0.1875
2012,Washington3,republican,republican,0,0.0,0.125
2012,Washington4,republican,republican,1,0.6764207009956884,0.8125
2012,Washington5,republican,republican,0,0.0,0.4375
2012,Washington6,democrat,democrat,0,0.0,0.0
2012,Washington7,democrat,democrat,1,0.8297335853632439,0.0
2012,Washington8,republican,republican,1,0.5205162048167499,1.0
2012,Washington9,democrat,democrat,1,0.548520793992748,0.125
2012,West Virginia1,republican,republican,1,0.5040026684456305,0.0
2012,West Virginia2,republican,republican,1,0.6845707869535644,0.3125
2012,West Virginia3,democrat,democrat,1,0.5603864734299517,0.0625
2012,Wisconsin1,republican,republican,1,0.6820962951442758,0.4375
2012,Wisconsin2,democrat,democrat,0,0.0,0.25
2012,Wisconsin3,democrat,democrat,1,0.5028248587570622,0.5
2012,Wisconsin4,democrat,democrat,1,0.6898458936199863,0.0
2012,Wisconsin5,republican,republican,0,0.0,0.1875
2012,Wisconsin6,republican,republican,1,0.7066087821503892,1.0
2012,Wisconsin7,republican,republican,0,0.0,0.0
2012,Wisconsin8,republican,republican,1,0.5476500163536652,0.8125
2012,Wyoming0,republican,republican,1,0.6899676137971513,0.9375
2014,Alabama1,republican,republican,0,0.0,1.0
2014,Alabama2,republican,republican,1,0.6359890545266295,1.0
2014,Alabama3,republican,republican,1,0.6399664147774979,0.375
2014,Alabama4,republican,republican,1,0.7397164069293024,0.375
2014,Alabama5,republican,republican,1,0.6494663448829873,0.0
2014,Alabama6,republican,republican,0,0.0,0.6875
2014,Alabama7,democrat,democrat,1,0.7584861592259866,0.0
2014,Alaska0,republican,republican,1,0.6393838594360326,1.0
2014,Arizona1,democrat,democrat,1,0.4879826705618156,0.9375
2014,Arizona2,republican,democrat,0,0.0,0.1875
2014,Arizona3,democrat,democrat,1,0.5836939382802404,0.8125
2014,Arizona4,republican,republican,1,0.6683089924515917,0.8125
2014,Arizona5,republican,republican,1,0.6719060715815995,0.8461538461538461
2014,Arizona6,republican,republican,1,0.6129607711382543,0.875
2014,Arizona7,democrat,democrat,0,0.0,0.0
2014,Arizona8,republican,republican,1,0.6334849756773501,0.6666666666666666
2014,Arizona9,democrat,democrat,1,0.4872686712162826,0.5
2014,Arkansas1,republican,republican,1,0.5623007336647181,0.0
2014,Arkansas2,republican,republican,0,0.0,0.1875
2014,Arkansas3,republican,republican,1,0.7590450215745339,1.0
2014,Arkansas4,republican,republican,0,0.0,0.25
2014,California1,republican,republican,0,0.0,0.25
2014,California10,republican,republican,0,0.0,0.125
2014,California11,democrat,democrat,0,0.0,0.4375
2014,California12,democrat,democrat,1,0.850838567744402,0.5
2014,California13,democrat,democrat,1,0.8678157334830309,0.0
2014,California14,democrat,democrat,1,0.7891653728661971,0.4375
2014,California15,democrat,democrat,1,0.5210834768908472,0.125
2014,California16,democrat,democrat,1,0.5740861308918277,0.0
2014,California17,democrat,democrat,1,0.7354471964859178,0.375
2014,California18,democrat,democrat,1,0.7048924599415767,0.1875
2014,California19,democrat,democrat,1,0.7323577587957385,0.9375
2014,California2,democrat,democrat,1,0.7124329976127939,1.0
2014,California20,democrat,democrat,1,0.7406855567258372,0.5
2014,California21,republican,republican,1,0.5775908774283429,0.875
2014,California22,republican,republican,1,0.6187967710723985,0.8125
2014,California23,republican,republican,1,0.7322166821757106,0.3125
2014,California24,democrat,democrat,1,0.5509727763229583,0.1875
2014,California25,republican,republican,0,0.0,0.5
2014,California26,democrat,democrat,1,0.5269176122909051,0.375
2014,California27,democrat,democrat,1,0.6397754431388171,0.4375
2014,California28,democrat,democrat,1,0.7648746914405924,0.3125
2014,California29,democrat,democrat,0,0.0,0.0
2014,California3,democrat,democrat,1,0.5423049305887985,0.3125
2014,California30,democrat,democrat,1,0.6030074520578896,0.0
2014,California31,democrat,republican,0,0.0,0.0
2014,California32,democrat,democrat,1,0.6570003839861975,0.0
2014,California33,democrat,democrat,0,0.0,0.5
2014,California34,democrat,democrat,1,0.8561561988761648,0.125
2014,California35,democrat,democrat,0,0.0,0.375
2014,California36,democrat,democrat,1,0.5293933948938705,0.0625
2014,California37,democrat,democrat,1,0.8641748059103431,0.5
2014,California38,democrat,democrat,1,0.6754476095719406,0.5625
2014,California39,republican,republican,1,0.5778812304785944,0.8125
2014,California4,republican,republican,1,0.6110915449445145,0.5
2014,California40,democrat,democrat,1,0.588914641625449,1.0
2014,California41,democrat,democrat,1,0.5896773165121946,1.0
2014,California42,republican,republican,1,0.6059400689472288,0.5625
2014,California43,democrat,democrat,1,0.7124304359512977,0.8125
2014,California44,democrat,democrat,1,0.6022314916394411,0.6923076923076923
2014,California45,republican,republican,0,0.0,1.0
2014,California46,democrat,democrat,1,0.6387477889396923,0.625
2014,California47,democrat,democrat,0,0.0,0.625
2014,California48,republican,republican,0,0.0,1.0
2014,California49,republican,republican,1,0.5816261133647467,0.75
2014,California5,democrat,democrat,1,0.7447112331462427,0.0
2014,California50,republican,republican,1,0.6768979414850577,0.375
2014,California51,democrat,democrat,1,0.7147768478901868,0.625
2014,California52,democrat,democrat,0,0.0,1.0
2014,California53,democrat,democrat,1,0.6143149451933793,0.0
2014,California6,democrat,democrat,1,0.7505243538419137,0.0
2014,California7,democrat,democrat,1,0.5168154092158176,0.0
2014,California8,republican,republican,1,0.5738738839037207,0.0
2014,California9,democrat,democrat,1,0.5555409546783557,0.0
2014,Colorado1,democrat,democrat,1,0.6822865512190919,0.0
2014,Colorado2,democrat,democrat,1,0.5568527918781726,0.0
2014,Colorado3,republican,republican,1,0.5336000023038356,0.4375
2014,Colorado4,republican,republican,0,0.0,1.0
2014,Colorado5,republican,republican,1,0.6498009640954201,1.0
2014,Colorado6,republican,republican,1,0.4780732195244289,0.9230769230769232
2014,Colorado7,democrat,democrat,1,0.5351203918233276,0.6666666666666666
2014,Connecticut1,democrat,democrat,1,0.6491596002167905,0.0
2014,Connecticut2,democrat,democrat,1,0.6336767460529836,0.1875
2014,Connecticut3,democrat,democrat,1,0.6768359875180655,0.0625
2014,Connecticut4,democrat,democrat,1,0.5702172905477249,1.0
2014,Connecticut5,democrat,democrat,0,0.0,0.5625
2014,Delaware0,democrat,democrat,0,0.0,0.6875
2014,Florida1,republican,republican,1,0.695984167848824,0.4375
